0,1,2,3,4,5,6,7,8,9,10,11,12,label
0.5328769700273343,0.503732150294722,0.37029838537630866,0.3264252495240383,0.4618775319921177,0.7998750252381794,0.4172384373941468,0.4076428678655415,0.5815559214308466,0.9510999584697996,0.6639610464231479,0.7082207005535418,0.39783419833470657,0.0
0.9897702303130764,0.7034223486515586,0.9179890199347932,0.7447095647912658,0.20861298169367204,0.6686805823243003,0.7915344947790645,0.7715142492321903,0.4825099825013123,0.8883958232609516,0.7911606936034992,0.6300885933165872,0.42044331899672227,0.0
0.7012987807503496,0.13491318321975843,0.37622311090415916,0.30585503083671495,0.9786904658355223,0.8307557096375517,0.9015344756376863,0.59537286477897,0.8582812705319817,0.345744971427166,0.5437627772398155,0.9172212177903754,0.6006140501029558,0.0
0.8701262028571443,0.44892628320625594,0.8728529426435501,0.7329896687729274,0.7605213874728073,0.4852509733484106,0.94988529186821,0.07589293392072616,0.8452751888195282,0.35199401861417423,0.5271742421088106,0.449190911327358,0.9472381409329521,0.0
0.5583286652043745,0.1974956631475916,0.894323977497531,0.8970596666678786,0.9493426211925649,0.768091444933378,0.4187641104818465,0.6006094939209508,0.3686773400069808,0.3069929971319044,0.2762628772335446,0.9529531097010376,0.7924206802715424,0.0
0.820411177751156,0.7797598873092586,0.4549092260764772,0.6251888712427157,0.6580133715643187,0.5346059805852356,0.7407407581193725,0.8336104628033449,0.018820671226245755,0.8009438904221462,0.4989103785932557,0.5309016997086901,0.4300284082324676,0.0
0.5340512138745244,0.6586584008691905,0.12385398811481518,0.10079983689494854,0.6293758998922119,0.732685524462515,0.6194323456981027,0.4256568164489447,0.25155940971981194,0.5446496960568148,0.6563376243238741,0.7472218959291439,0.7509937991555139,0.0
0.9090960325374624,0.27645902747067463,0.578203448695269,0.3974698361673974,0.5257507948903979,0.8188859878352984,0.6419854005859251,0.9432321268192104,0.7672059885885105,0.4314320014936859,0.27503558282134033,0.6690507035667861,0.9042279195231979,0.0
0.7238319775587579,0.9706859536876702,0.3144519058727655,0.6438964254763907,0.6938553369374575,0.7488202852911607,0.7487495097154127,0.1276220663857499,0.5713108824577259,0.6146104262610556,0.42172646046972495,0.4432890169625624,0.5915898069729348,0.0
0.6272880636422751,0.832077849649269,0.7000850257914396,0.34651781872793497,0.30038786725965183,0.9220599194182456,0.9097648430215443,0.4964558381810482,0.3107053435645929,0.9221627509299528,0.7215305196698905,0.9863385298397394,0.8239004984286643,0.0
0.6196901760549157,0.16762360858647996,0.06925087770647254,0.16029087721754887,0.6079519769611413,0.7733667839763163,0.5247074241335484,0.39524855894052857,0.5179585262628692,0.834866703131411,0.49661055724269576,0.9626030515762931,0.5755305621472089,0.0
0.942922532958433,0.6767020672128915,0.9325562897250265,0.5384220352552315,0.8624625992105887,0.8973968241960457,0.913415526151537,0.9784076566948602,0.6477568309592777,0.19165197648747312,0.7121882830785833,0.9659812106885817,0.7039884245867991,0.0
0.5885677903220318,0.9292511052852725,0.9690666621284146,0.43175187079356947,0.7172654788678827,0.744950604241017,0.8374823256862013,0.40210480472794075,0.406177473627478,0.8634783096539629,0.49604902861234224,0.7251869015213476,0.4170770523950327,0.0
0.9998146253738126,0.33012365723906056,0.39983215784663917,0.6538818079205657,0.8073638044794395,0.9418236136661853,0.5349773546855033,0.9991426318770977,0.9409750248192474,0.6241999351720913,0.7662750629368141,0.6196702505951905,0.7414648938972324,0.0
0.6381278109142734,0.1662061757571448,0.8975141537828392,0.7514688039896035,0.33845430984688174,0.5742854916678821,0.7857930430799297,0.7196703633570115,0.7825147467163898,0.38588997958577675,0.8277322372736202,0.8570142887561979,0.7980486094816223,0.0
0.6106110334925989,0.16411266866406793,0.02872868624865854,0.6171552288836653,0.5830823169455923,0.6685385296458771,0.47784949285806444,0.9573033334578605,0.6867424799553901,0.9419818195594633,0.9517273601911714,0.5570896347214167,0.8001866426717104,0.0
0.5688620823455072,0.5913555139172678,0.9419033835436653,0.3685125466007123,0.9568059763595818,0.9916368477502975,0.7222552478078044,0.05987907802287484,0.8640367778418964,0.7916620768868305,0.9595089822174041,0.9041560362994199,0.42661271273553203,0.0
